customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ACZE89R8JF,Female,0,No,No,36,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),39.62,1426.32,No
OXDHLA66TK,Female,1,No,No,54,No,No,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,76.54,4133.16,Yes
X883M3P9UM,Male,0,No,Yes,7,No,Yes,No,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Electronic check,98.46,689.22,Yes
8WX4MQOBQZ,Male,1,Yes,Yes,27,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,52.33,1412.91,Yes
IA9TNNUQ7O,Male,1,Yes,Yes,45,No,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,102.58,4616.1,No
WGV625N15J,Male,0,No,Yes,20,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.0,1880.0,Yes
CLXUFEUV73,Male,0,No,Yes,3,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.13,132.39,No
Y2DAVILUP0,Male,1,No,No,55,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,105.5,5802.5,Yes
CZQW9RYZ9O,Female,0,No,Yes,2,No,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),81.6,163.2,Yes
FJ0V6YVJ8S,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),113.42,8052.82,No
TK3VSE2S2A,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),22.08,22.08,No
62NMI2JQCV,Male,1,Yes,Yes,41,No,No phone service,No,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),34.83,1428.03,No
N4KX43JS74,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71.72,3227.4,No
PWTKWBCH5L,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),43.27,2163.5,No
FLF736CDNO,Male,1,No,No,17,No,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,27.16,461.72,Yes
TWTLQGRKDO,Female,0,Yes,No,29,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,84.61,2453.69,Yes
MMZ1MZ6VDE,Female,1,No,No,4,No,Yes,No,Yes,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),58.12,232.48,Yes
U4MFM6EXJJ,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),27.79,750.33,Yes
JHWPRSM2HQ,Male,0,No,Yes,30,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),65.37,1961.1,Yes
WU02A0S24Y,Male,1,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),51.55,1185.65,Yes
W14WWSOIHF,Female,0,No,Yes,46,No,No phone service,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,62.93,2894.78,Yes
EIFA808INX,Male,1,No,No,14,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,29.8,417.2,No
2WITMXFY9L,Male,0,No,No,30,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),68.89,2066.7,No
L9SB2298T8,Female,1,Yes,No,18,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),99.96,1799.28,No
WJ5NMG31QR,Female,0,Yes,Yes,19,No,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.88,1840.72,Yes
X82SG5UV13,Female,0,Yes,No,70,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),27.78,1944.6,Yes
N4XTXSBHPR,Female,0,Yes,No,53,No,No,No,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,117.46,6225.38,No
SWEUWJKQAQ,Female,1,Yes,Yes,63,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),112.35,7078.05,No
R1ZFC9N8C4,Female,1,No,No,26,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),98.42,2558.92,Yes
GBU8CNO6KS,Male,1,No,Yes,53,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Electronic check,52.38,2776.14,No
7747VXSR57,Female,0,Yes,No,39,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,24.3,947.7,Yes
PCVBKJDPJ1,Female,1,Yes,Yes,29,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),104.04,3017.16,No
QLU38M42OS,Male,0,Yes,Yes,60,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,103.52,6211.2,No
VI3O0T8GTY,Male,0,No,Yes,72,No,No,DSL,Yes,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),48.14,3466.08,Yes
5HRS5LKPFU,Female,1,No,Yes,48,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),102.31,4910.88,Yes
DUKT3AW1PT,Male,1,No,Yes,21,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,67.43,1416.03,No
NOYE9CYQK8,Male,1,No,Yes,23,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.02,1932.46,No
I34KTZ7BKV,Female,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),97.83,4500.18,No
65RFS0MNT7,Female,1,Yes,Yes,69,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),33.45,2308.05,Yes
7L5AUVMYXQ,Female,0,Yes,Yes,14,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),27.04,378.56,Yes
SDVTVTP8JP,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,111.82,6261.92,Yes
TO0OP16G2X,Male,1,No,No,35,No,No phone service,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),117.29,4105.15,Yes
1ELWGGM1S0,Male,0,Yes,Yes,61,No,No phone service,No,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,78.77,4804.97,Yes
6K303F0SCW,Female,1,Yes,No,64,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,Two year,No,Electronic check,85.11,5447.04,No
95KP4578DQ,Male,0,Yes,No,1,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),80.92,80.92,No
HQATDHRB3P,Male,1,Yes,Yes,36,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,25.1,903.6,Yes
FF1MZEQ5BY,Male,1,Yes,No,41,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),25.85,1059.85,Yes
HHEZ6WJ2HJ,Male,0,Yes,No,9,No,No,DSL,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,20.57,185.13,Yes
7KC41G6T5R,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.01,198.02,No
VWDFTIWSE8,Female,0,Yes,No,41,Yes,Yes,No,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,42.27,1733.07,Yes
OBVRGZRRYR,Female,1,No,Yes,50,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),116.3,5815.0,No
AJ8NEH5RCP,Female,0,No,No,4,Yes,No phone service,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,53.95,215.8,No
XTKEGQV4ET,Male,1,No,No,14,No,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,50.3,704.2,No
TIU3ZUSEV7,Male,0,Yes,No,4,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),117.87,471.48,No
FIQ25Q3Z9R,Male,0,No,No,70,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),69.3,4851.0,Yes
3UDJP2JRQ9,Female,1,Yes,Yes,38,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),47.22,1794.36,Yes
YH7APK9W3A,Male,0,Yes,Yes,35,No,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),92.53,3238.55,Yes
QM9SG6XEKK,Male,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),88.42,3713.64,No
Z6IF0O8VBA,Female,1,Yes,No,28,No,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,67.19,1881.32,Yes
P4B38ZRWAP,Male,1,Yes,Yes,34,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,93.25,3170.5,Yes
F9AYF8SL6W,Male,0,Yes,No,43,No,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,68.02,2924.86,Yes
R6TV95FBE7,Female,1,Yes,Yes,1,No,Yes,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Mailed check,19.63,19.63,Yes
YOKCE9W8DT,Male,1,Yes,No,43,No,Yes,DSL,No,No,No,No internet service,No internet service,No,One year,No,Electronic check,49.99,2149.57,No
RWWNPV58DD,Male,1,No,No,28,No,No phone service,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),23.86,668.08,No
NN8Z7QR318,Male,1,Yes,No,60,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),94.92,5695.2,Yes
6SYALWELG6,Female,1,Yes,No,53,Yes,No,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,21.57,1143.21,Yes
3CZXAMBSHL,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,96.4,2699.2,No
RZFTTZDXSJ,Male,1,No,No,9,No,No,No,Yes,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),47.82,430.38,No
SL83Z1YS7A,Male,1,No,Yes,52,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),65.86,3424.72,No
8XFDX41MCE,Female,0,Yes,Yes,24,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,27.28,654.72,No
93RUR04M7W,Female,0,No,Yes,58,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),91.78,5323.24,Yes
FEMM8ADDKJ,Female,0,No,No,36,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,95.08,3422.88,No
O9PUPH0D3P,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No internet service,Yes,One year,No,Mailed check,84.75,169.5,No
4YT7VWKV8H,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),101.42,6592.3,No
SNYL9SKE7U,Female,0,No,No,64,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),109.82,7028.48,Yes
LV0XQZXZZY,Female,0,No,No,2,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),102.76,205.52,Yes
85YZC9F4RH,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),28.96,1274.24,No
UNQTEF9LGK,Male,0,Yes,Yes,68,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,58.56,3982.08,Yes
6NXPJWLB2W,Male,1,Yes,No,57,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,37.87,2158.59,Yes
DB6DFW43F9,Male,1,Yes,No,39,No,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.06,3044.34,Yes
A355YO2L28,Female,1,No,Yes,64,No,No,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Bank transfer (automatic),22.53,1441.92,No
NOC9M6WKHY,Male,1,No,Yes,3,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,118.74,356.22,Yes
R79FXLFNN9,Female,0,No,Yes,32,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),118.16,3781.12,No
VJQ78Q1VG0,Male,0,No,No,39,No,Yes,No,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,63.74,2485.86,No
BVT33QVR3H,Male,1,Yes,Yes,17,No,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Bank transfer (automatic),28.44,483.48,No
Z8KIJJF44A,Female,1,No,No,33,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),37.39,1233.87,No
NL23NSXP4Y,Female,0,No,No,20,Yes,No phone service,No,No internet service,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),19.98,399.6,No
R60FBV8DU9,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),69.55,1112.8,No
U2LV0EOSEY,Female,1,Yes,Yes,58,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,115.42,6694.36,No
ZBJ2K99W4N,Male,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,42.72,1879.68,Yes
ZWKP05QAAE,Male,0,No,Yes,57,No,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,37.68,2147.76,Yes
4W1MBO997D,Male,0,Yes,No,67,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.58,6939.86,Yes
J4ASY1J9CL,Female,1,No,No,5,No,No phone service,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,80.83,404.15,No
84MDQIUVJY,Female,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.56,6713.76,No
GE83IMAWD5,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.88,3663.36,No
2GO8Y2QKFK,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),110.8,5540.0,No
ZK4XVMZCLM,Female,1,Yes,Yes,60,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.05,2883.0,Yes
QM9SCWBLFZ,Female,1,Yes,No,72,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,61.89,4456.08,Yes
YYDLTZJMDD,Male,1,Yes,Yes,49,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Credit card (automatic),19.34,947.66,No
YXZ7HGCBAK,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.91,2348.22,Yes
3EEL84YXKP,Male,1,Yes,Yes,5,No,Yes,DSL,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,75.45,377.25,Yes
MPCHM5490L,Female,1,Yes,Yes,69,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.25,3467.25,Yes
0TK3YJSD7W,Female,0,Yes,No,27,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),85.27,2302.29,No
BR40PJ1DQY,Female,0,Yes,Yes,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,52.86,3383.04,No
19N4J8PVYG,Male,0,Yes,No,59,No,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),40.34,2380.06,Yes
BKVOYOLZGO,Male,1,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,24.9,747.0,No
T1PQ76D0WX,Female,1,Yes,Yes,35,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.24,3683.4,Yes
8MFNBZJO59,Female,1,Yes,Yes,15,No,No phone service,No,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,41.95,629.25,No
7RGN50731T,Female,1,No,Yes,56,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,101.99,5711.44,Yes
BSO0PWC2CS,Male,1,Yes,Yes,26,Yes,No phone service,No,Yes,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.65,3084.9,No
3K2BAP6UYF,Female,1,No,Yes,20,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,19.9,398.0,No
86LGHWKE6A,Female,1,No,No,64,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,52.89,3384.96,No
9W7LK2FWOU,Male,1,Yes,No,29,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,24.43,708.47,Yes
M6QGW6D2ZT,Male,1,Yes,No,29,No,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),48.83,1416.07,Yes
KE93WBR04E,Female,0,Yes,No,58,No,No,DSL,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,28.92,1677.36,Yes
EICSGVU0Q8,Male,0,Yes,Yes,31,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,67.63,2096.53,No
91TQZ07KYJ,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,70.3,3725.9,Yes
KCVDGTFUAS,Female,1,No,No,4,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No,Two year,No,Mailed check,91.58,366.32,Yes
P6XLD9I7Q7,Male,0,Yes,Yes,5,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),94.24,471.2,No
GI9QJA1T56,Male,1,No,Yes,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),64.17,256.68,No
3058Z6026W,Female,0,Yes,Yes,9,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),82.65,743.85,No
NR0IU7EYAF,Male,0,No,No,62,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),51.81,3212.22,No
5GKMZGQXLJ,Female,1,Yes,No,2,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),95.44,190.88,Yes
5UM6C7I1JQ,Female,1,No,Yes,69,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,One year,Yes,Credit card (automatic),59.61,4113.09,Yes
MTH2MPM7XU,Male,1,Yes,No,46,No,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,98.92,4550.32,No
AQZGZ4EDX8,Female,0,No,Yes,63,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.27,2663.01,Yes
PCGMLEXP9L,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),103.61,3522.74,No
CB1ENKB5FE,Male,1,No,No,29,No,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),84.58,2452.82,Yes
TZRU5ED8GO,Male,0,No,No,53,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),48.54,2572.62,Yes
JWK0HDYAVD,Female,1,No,No,61,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,29.59,1804.99,No
00BOZ0P1WY,Male,0,Yes,No,23,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,70.76,1627.48,Yes
DVW6O9S485,Female,0,Yes,No,22,No,No,No,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,116.47,2562.34,No
PTF8L9OPV7,Male,1,Yes,No,1,No,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),24.97,24.97,Yes
3H9AX9MCNN,Female,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,No,Electronic check,101.41,1318.33,No
G8FFAWIWZZ,Male,1,Yes,No,13,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,30.53,396.89,No
QU2Y1KIRVJ,Male,1,Yes,Yes,36,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.25,3933.0,Yes
PH5ZAHQ6UQ,Female,1,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,105.12,840.96,No
IRC3MNWHB7,Male,0,Yes,No,39,No,No phone service,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),28.5,1111.5,No
M7LWI5AHAP,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,No,Electronic check,19.81,752.78,Yes
76RM3RAO0J,Female,0,No,Yes,50,No,Yes,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,31.68,1584.0,No
781FPPBI0X,Male,0,No,No,27,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,36.95,997.65,Yes
UUT6S7FVQ9,Female,0,No,No,11,Yes,No,No,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,109.6,1205.6,No
S7DMPIV9ZQ,Male,1,Yes,No,16,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Two year,No,Electronic check,74.92,1198.72,Yes
UC0R9LSNH2,Female,0,No,Yes,4,No,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),48.33,193.32,No
BLQKI5OFJT,Female,0,No,Yes,58,No,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),93.04,5396.32,No
6G79VTYSOD,Female,0,No,Yes,49,Yes,No phone service,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,44.93,2201.57,Yes
YKS09ZMGEF,Male,0,No,Yes,14,No,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),76.72,1074.08,Yes
46H1UZ0ELK,Female,0,Yes,Yes,21,No,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.66,1105.86,Yes
5KGCSFGEZT,Male,1,No,Yes,31,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,23.08,715.48,Yes
918QYNYXYF,Female,0,Yes,No,21,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),19.02,399.42,No
UX4BZLALKE,Female,0,No,Yes,9,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,62.84,565.56,No
20YNNHTK6F,Female,0,No,No,53,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,105.14,5572.42,Yes
04GRIUKA38,Female,0,No,No,45,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),28.25,1271.25,Yes
YGAY0PG757,Male,1,No,No,65,No,Yes,No,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Electronic check,45.52,2958.8,Yes
31LFIDW48V,Female,0,No,No,24,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,67.41,1617.84,No
09Q4NB32VJ,Female,0,No,Yes,53,No,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),85.71,4542.63,No
K7J5O6JNTF,Female,0,No,Yes,41,No,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),83.39,3418.99,Yes
E343G7Z3V8,Male,0,No,No,4,Yes,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),115.86,463.44,Yes
2IU22TCGHC,Female,0,No,Yes,18,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),85.97,1547.46,No
IMAANTSLZG,Male,1,No,Yes,23,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),60.82,1398.86,No
L7LKIHZ41W,Male,0,Yes,No,5,No,Yes,No,Yes,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,28.34,141.7,Yes
DPPHY9FHL1,Male,0,No,Yes,4,No,No,DSL,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),40.55,162.2,No
DK7QTW2NF0,Male,0,No,Yes,32,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,55.31,1769.92,Yes
HUJUW8FUOC,Male,1,Yes,Yes,38,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,74.58,2834.04,Yes
